Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;690;-;-;690;-;-
Ungültige Stimmen;9;1,3 %;-;2;0,3 %;-
Gültige Stimmen;681;98,7 %;-;688;99,7 %;-
SPD;295;43,3 %;-;266;38,7 %;-
AfD;138;20,3 %;-;122;17,7 %;-
CDU;132;19,4 %;-;111;16,1 %;-
GRÜNE/B 90;23;3,4 %;-;23;3,3 %;-
DIE LINKE;28;4,1 %;-;14;2,0 %;-
BVB / FREIE WÄHLER;40;5,9 %;-;13;1,9 %;-
FDP;8;1,2 %;-;3;0,4 %;-
Tierschutzpartei;-;-;-;18;2,6 %;-
Plus;-;-;-;6;0,9 %;-
BSW;-;-;-;102;14,8 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;17;2,5 %;-;7;1,0 %;-
WU;-;-;-;2;0,3 %;-
