Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.546;-;-;1.546;-;-
Wählende;612;39,6 %;-;612.0;39,6 %;-
Ungültige Stimmen;9;1,5 %;-;3.0;0,5 %;-
Gültige Stimmen;603;98,5 %;-;609.0;99,5 %;-
SPD;242;40,1 %;-;193.0;31,7 %;-
AfD;250;41,5 %;-;219.0;36,0 %;-
CDU;51;8,5 %;-;46.0;7,6 %;-
GRÜNE/B 90;7;1,2 %;-;27.0;4,4 %;-
DIE LINKE;25;4,1 %;-;25.0;4,1 %;-
BVB / FREIE WÄHLER;16;2,7 %;-;7.0;1,1 %;-
FDP;12;2,0 %;-;5.0;0,8 %;-
Tierschutzpartei;-;-;-;23.0;3,8 %;-
Plus;-;-;-;6.0;1,0 %;-
BSW;-;-;-;53.0;8,7 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;2.0;0,3 %;-
