Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;21.320;-;-;21.32;-;-
Wählende;14.323;67,2 %;+126;14.323;67,2 %;+126
Ungültige Stimmen;185;1,3 %;+01;132.0;0,9 %;-02
Gültige Stimmen;14.138;98,7 %;-01;14.191;99,1 %;+02
SPD;5.386;38,1 %;+52;4.933;34,8 %;+21
AfD;4.314;30,5 %;+73;3.928;27,7 %;+54
CDU;2.086;14,8 %;+15;1.673;11,8 %;-07
GRÜNE/B 90;462;3,3 %;-104;567.0;4,0 %;-79
DIE LINKE;562;4,0 %;-57;376.0;2,6 %;-72
BVB / FREIE WÄHLER;859;6,1 %;+15;306.0;2,2 %;-09
FDP;149;1,1 %;-16;110.0;0,8 %;-25
Tierschutzpartei;-;-;-;383.0;2,7 %;-04
Plus;320;2,3 %;+23;219.0;1,5 %;+03
BSW;-;-;-;1.589;11,2 %;+112
III. Weg;-;-;-;15.0;0,1 %;+01
DKP;-;-;-;9.0;0,1 %;+01
DLW;-;-;-;32.0;0,2 %;+02
WU;-;-;-;51.0;0,4 %;+04
