Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;215;-;-;215;-;-
Wählende;147;68,4 %;+155;147;68,4 %;+155
Ungültige Stimmen;2;1,4 %;-10;2;1,4 %;-05
Gültige Stimmen;145;98,6 %;+10;145;98,6 %;+05
SPD;46;31,7 %;-06;46;31,7 %;-12
AfD;79;54,5 %;+168;73;50,3 %;+114
CDU;3;2,1 %;-79;4;2,8 %;-28
GRÜNE/B 90;0;0,0 %;-36;0;0,0 %;-27
DIE LINKE;5;3,4 %;-29;2;1,4 %;-54
BVB / FREIE WÄHLER;11;7,6 %;+27;4;2,8 %;-09
FDP;0;0,0 %;-36;1;0,7 %;-46
Tierschutzpartei;-;-;-;2;1,4 %;-18
Plus;-;-;-;0;0,0 %;-05
BSW;-;-;-;13;9,0 %;+90
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
EB Hoffmann;1;0,7 %;-08;-;-;-
