Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.138;-;-;1.138;-;-
Wählende;559;49,1 %;-;559.0;49,1 %;-
Ungültige Stimmen;9;1,6 %;-;7.0;1,3 %;-
Gültige Stimmen;550;98,4 %;-;552.0;98,7 %;-
SPD;173;31,5 %;-;169.0;30,6 %;-
AfD;191;34,7 %;-;185.0;33,5 %;-
CDU;109;19,8 %;-;70.0;12,7 %;-
GRÜNE/B 90;17;3,1 %;-;18.0;3,3 %;-
DIE LINKE;17;3,1 %;-;3.0;0,5 %;-
BVB / FREIE WÄHLER;26;4,7 %;-;12.0;2,2 %;-
FDP;3;0,5 %;-;5.0;0,9 %;-
Tierschutzpartei;-;-;-;20.0;3,6 %;-
Plus;14;2,5 %;-;4.0;0,7 %;-
BSW;-;-;-;66.0;12,0 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
