Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;976;-;-;976;-;-
Wählende;424;43,4 %;-;424;43,4 %;-
Ungültige Stimmen;12;2,8 %;-;4;0,9 %;-
Gültige Stimmen;412;97,2 %;-;420;99,1 %;-
SPD;187;45,4 %;-;146;34,8 %;-
AfD;109;26,5 %;-;100;23,8 %;-
CDU;58;14,1 %;-;57;13,6 %;-
GRÜNE/B 90;11;2,7 %;-;38;9,0 %;-
DIE LINKE;12;2,9 %;-;16;3,8 %;-
BVB / FREIE WÄHLER;15;3,6 %;-;8;1,9 %;-
FDP;7;1,7 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;7;1,7 %;-
Plus;11;2,7 %;-;6;1,4 %;-
BSW;-;-;-;40;9,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
EB Müller;2;0,5 %;-;-;-;-
