Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;190;-;-;190;-;-
Wählende;84;44,2 %;-38;84;44,2 %;-38
Ungültige Stimmen;5;6,0 %;+46;3;3,6 %;+22
Gültige Stimmen;79;94,0 %;-46;81;96,4 %;-22
SPD;14;17,7 %;-15;14;17,3 %;-31
AfD;48;60,8 %;+376;45;55,6 %;+330
CDU;11;13,9 %;-20;10;12,3 %;+03
GRÜNE/B 90;0;0,0 %;-118;0;0,0 %;-110
DIE LINKE;0;0,0 %;-122;0;0,0 %;-141
BVB / FREIE WÄHLER;6;7,6 %;-56;2;2,5 %;-114
FDP;0;0,0 %;-29;2;2,5 %;-03
Tierschutzpartei;-;-;-;2;2,5 %;+06
Plus;-;-;-;0;0,0 %;-09
BSW;-;-;-;6;7,4 %;+74
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
