Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;149;-;-;149;-;-
Wählende;85;57,0 %;-113;85;57,0 %;-113
Ungültige Stimmen;0;0,0 %;-11;2;2,4 %;+13
Gültige Stimmen;85;100,0 %;+11;83;97,6 %;-13
SPD;39;45,9 %;+63;33;39,8 %;+59
AfD;14;16,5 %;+21;13;15,7 %;-10
CDU;20;23,5 %;+56;12;14,5 %;-38
GRÜNE/B 90;2;2,4 %;-58;4;4,8 %;-61
DIE LINKE;0;0,0 %;-70;1;1,2 %;-53
BVB / FREIE WÄHLER;8;9,4 %;+24;3;3,6 %;-12
FDP;2;2,4 %;-36;0;0,0 %;-52
Tierschutzpartei;-;-;-;3;3,6 %;+08
Plus;-;-;-;2;2,4 %;+15
BSW;-;-;-;11;13,3 %;+133
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;1,2 %;+12
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
