Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;258;-;-;258;-;-
Wählende;128;49,6 %;-;128;49,6 %;-
Ungültige Stimmen;2;1,6 %;-;1;0,8 %;-
Gültige Stimmen;126;98,4 %;-;127;99,2 %;-
SPD;34;27,0 %;-;44;34,6 %;-
AfD;41;32,5 %;-;39;30,7 %;-
CDU;32;25,4 %;-;16;12,6 %;-
GRÜNE/B 90;7;5,6 %;-;4;3,1 %;-
DIE LINKE;1;0,8 %;-;1;0,8 %;-
BVB / FREIE WÄHLER;11;8,7 %;-;3;2,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,8 %;-
Plus;-;-;-;2;1,6 %;-
BSW;-;-;-;17;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
