Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.000;-;-;1.000;-;-
Wählende;433;43,3 %;-;433;43,3 %;-
Ungültige Stimmen;7;1,6 %;-;4;0,9 %;-
Gültige Stimmen;426;98,4 %;-;429;99,1 %;-
SPD;89;20,9 %;-;79;18,4 %;-
AfD;206;48,4 %;-;197;45,9 %;-
CDU;58;13,6 %;-;36;8,4 %;-
GRÜNE/B 90;2;0,5 %;-;4;0,9 %;-
DIE LINKE;30;7,0 %;-;13;3,0 %;-
BVB / FREIE WÄHLER;27;6,3 %;-;7;1,6 %;-
FDP;10;2,3 %;-;7;1,6 %;-
Tierschutzpartei;-;-;-;11;2,6 %;-
Plus;-;-;-;4;0,9 %;-
BSW;-;-;-;65;15,2 %;-
III. Weg;-;-;-;5;1,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;4;0,9 %;-;-;-;-
