Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;898;-;-;898;-;-
Wählende;367;40,9 %;-;367;40,9 %;-
Ungültige Stimmen;4;1,1 %;-;3;0,8 %;-
Gültige Stimmen;363;98,9 %;-;364;99,2 %;-
SPD;137;37,7 %;-;108;29,7 %;-
AfD;147;40,5 %;-;136;37,4 %;-
CDU;35;9,6 %;-;30;8,2 %;-
GRÜNE/B 90;10;2,8 %;-;18;4,9 %;-
DIE LINKE;11;3,0 %;-;14;3,8 %;-
BVB / FREIE WÄHLER;11;3,0 %;-;4;1,1 %;-
FDP;4;1,1 %;-;6;1,6 %;-
Tierschutzpartei;-;-;-;13;3,6 %;-
Plus;8;2,2 %;-;7;1,9 %;-
BSW;-;-;-;24;6,6 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
