Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;890;-;-;890;-;-
Wählende;448;50,3 %;-;448;50,3 %;-
Ungültige Stimmen;2;0,4 %;-;1;0,2 %;-
Gültige Stimmen;446;99,6 %;-;447;99,8 %;-
SPD;160;35,9 %;-;127;28,4 %;-
AfD;236;52,9 %;-;231;51,7 %;-
CDU;26;5,8 %;-;30;6,7 %;-
GRÜNE/B 90;0;0,0 %;-;2;0,4 %;-
DIE LINKE;6;1,3 %;-;5;1,1 %;-
BVB / FREIE WÄHLER;8;1,8 %;-;6;1,3 %;-
FDP;6;1,3 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;5;1,1 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;36;8,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,4 %;-
Die PARTEI;4;0,9 %;-;-;-;-
