Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;145;-;-;145;-;-
Wählende;120;82,8 %;-;120;82,8 %;-
Ungültige Stimmen;1;0,8 %;-;0;0,0 %;-
Gültige Stimmen;119;99,2 %;-;120;100,0 %;-
SPD;23;19,3 %;-;22;18,3 %;-
AfD;70;58,8 %;-;64;53,3 %;-
CDU;9;7,6 %;-;6;5,0 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,8 %;-
DIE LINKE;7;5,9 %;-;3;2,5 %;-
BVB / FREIE WÄHLER;4;3,4 %;-;1;0,8 %;-
FDP;1;0,8 %;-;1;0,8 %;-
Tierschutzpartei;-;-;-;2;1,7 %;-
Plus;2;1,7 %;-;1;0,8 %;-
BSW;-;-;-;17;14,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,8 %;-
WU;-;-;-;1;0,8 %;-
EB Gliese;3;2,5 %;-;-;-;-
