Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.005;-;-;1.005;-;-
Wählende;405;40,3 %;-;405.0;40,3 %;-
Ungültige Stimmen;6;1,5 %;-;1.0;0,2 %;-
Gültige Stimmen;399;98,5 %;-;404.0;99,8 %;-
SPD;140;35,1 %;-;102.0;25,2 %;-
AfD;151;37,8 %;-;145.0;35,9 %;-
CDU;37;9,3 %;-;30.0;7,4 %;-
GRÜNE/B 90;1;0,3 %;-;17.0;4,2 %;-
DIE LINKE;31;7,8 %;-;25.0;6,2 %;-
BVB / FREIE WÄHLER;34;8,5 %;-;7.0;1,7 %;-
FDP;5;1,3 %;-;0.0;0,0 %;-
Tierschutzpartei;-;-;-;20.0;5,0 %;-
Plus;-;-;-;3.0;0,7 %;-
BSW;-;-;-;50.0;12,4 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;2.0;0,5 %;-
