Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;532;-;-;532;-;-
Ungültige Stimmen;2;0,4 %;-;2;0,4 %;-
Gültige Stimmen;530;99,6 %;-;530;99,6 %;-
SPD;166;31,3 %;-;155;29,2 %;-
AfD;113;21,3 %;-;98;18,5 %;-
CDU;138;26,0 %;-;106;20,0 %;-
GRÜNE/B 90;20;3,8 %;-;26;4,9 %;-
DIE LINKE;54;10,2 %;-;18;3,4 %;-
BVB / FREIE WÄHLER;33;6,2 %;-;17;3,2 %;-
FDP;1;0,2 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;8;1,5 %;-
Plus;5;0,9 %;-;4;0,8 %;-
BSW;-;-;-;94;17,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
