Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;173;-;-;173;-;-
Wählende;101;58,4 %;-;101;58,4 %;-
Ungültige Stimmen;1;1,0 %;-;1;1,0 %;-
Gültige Stimmen;100;99,0 %;-;100;99,0 %;-
SPD;31;31,0 %;-;26;26,0 %;-
AfD;39;39,0 %;-;41;41,0 %;-
CDU;23;23,0 %;-;8;8,0 %;-
GRÜNE/B 90;2;2,0 %;-;1;1,0 %;-
DIE LINKE;4;4,0 %;-;7;7,0 %;-
BVB / FREIE WÄHLER;0;0,0 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;16;16,0 %;-
III. Weg;1;1,0 %;-;1;1,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
