Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.171;-;-;1.171;-;-
Wählende;467;39,9 %;-;467.0;39,9 %;-
Ungültige Stimmen;2;0,4 %;-;2.0;0,4 %;-
Gültige Stimmen;465;99,6 %;-;465.0;99,6 %;-
SPD;148;31,8 %;-;113.0;24,3 %;-
AfD;192;41,3 %;-;192.0;41,3 %;-
CDU;57;12,3 %;-;39.0;8,4 %;-
GRÜNE/B 90;7;1,5 %;-;4.0;0,9 %;-
DIE LINKE;29;6,2 %;-;18.0;3,9 %;-
BVB / FREIE WÄHLER;27;5,8 %;-;11.0;2,4 %;-
FDP;5;1,1 %;-;5.0;1,1 %;-
Tierschutzpartei;-;-;-;15.0;3,2 %;-
Plus;-;-;-;5.0;1,1 %;-
BSW;-;-;-;60.0;12,9 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
