Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;285;-;-;285;-;-
Wählende;178;62,5 %;+116;178;62,5 %;+116
Ungültige Stimmen;4;2,2 %;-07;2;1,1 %;-12
Gültige Stimmen;174;97,8 %;+07;176;98,9 %;+12
SPD;49;28,2 %;+21;48;27,3 %;+12
AfD;93;53,4 %;+244;83;47,2 %;+169
CDU;16;9,2 %;-91;17;9,7 %;-67
GRÜNE/B 90;2;1,1 %;-102;0;0,0 %;-85
DIE LINKE;1;0,6 %;-55;1;0,6 %;-49
BVB / FREIE WÄHLER;8;4,6 %;-19;6;3,4 %;-22
FDP;0;0,0 %;-26;2;1,1 %;-21
Tierschutzpartei;-;-;-;2;1,1 %;-19
Plus;2;1,1 %;+11;0;0,0 %;-14
BSW;-;-;-;12;6,8 %;+68
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;3;1,7 %;+17;3;1,7 %;+17
WU;-;-;-;2;1,1 %;+11
