Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;868;-;-;868;-;-
Wählende;412;47,5 %;-;412;47,5 %;-
Ungültige Stimmen;4;1,0 %;-;6;1,5 %;-
Gültige Stimmen;408;99,0 %;-;406;98,5 %;-
SPD;140;34,3 %;-;123;30,3 %;-
AfD;137;33,6 %;-;130;32,0 %;-
CDU;56;13,7 %;-;39;9,6 %;-
GRÜNE/B 90;11;2,7 %;-;25;6,2 %;-
DIE LINKE;24;5,9 %;-;11;2,7 %;-
BVB / FREIE WÄHLER;29;7,1 %;-;8;2,0 %;-
FDP;2;0,5 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;8;2,0 %;-
Plus;9;2,2 %;-;9;2,2 %;-
BSW;-;-;-;50;12,3 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
