Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.053;-;-;1.053;-;-
Wählende;360;34,2 %;-;360.0;34,2 %;-
Ungültige Stimmen;12;3,3 %;-;7.0;1,9 %;-
Gültige Stimmen;348;96,7 %;-;353.0;98,1 %;-
SPD;87;25,0 %;-;94.0;26,6 %;-
AfD;160;46,0 %;-;157.0;44,5 %;-
CDU;35;10,1 %;-;29.0;8,2 %;-
GRÜNE/B 90;5;1,4 %;-;2.0;0,6 %;-
DIE LINKE;20;5,7 %;-;9.0;2,5 %;-
BVB / FREIE WÄHLER;36;10,3 %;-;7.0;2,0 %;-
FDP;4;1,1 %;-;3.0;0,8 %;-
Tierschutzpartei;-;-;-;7.0;2,0 %;-
Plus;-;-;-;2.0;0,6 %;-
BSW;-;-;-;41.0;11,6 %;-
III. Weg;-;-;-;1.0;0,3 %;-
DKP;1;0,3 %;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,3 %;-
WU;-;-;-;0.0;0,0 %;-
