Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;735;-;-;735;-;-
Ungültige Stimmen;5;0,7 %;-00;1;0,1 %;-05
Gültige Stimmen;730;99,3 %;+00;734;99,9 %;+05
SPD;210;28,8 %;+87;236;32,2 %;+42
AfD;162;22,2 %;+29;143;19,5 %;-11
CDU;177;24,2 %;+56;103;14,0 %;-29
GRÜNE/B 90;38;5,2 %;-118;39;5,3 %;-64
DIE LINKE;46;6,3 %;-69;17;2,3 %;-96
BVB / FREIE WÄHLER;55;7,5 %;+28;14;1,9 %;-18
FDP;17;2,3 %;-05;6;0,8 %;-25
Tierschutzpartei;25;3,4 %;+34;11;1,5 %;-05
Plus;-;-;-24;7;1,0 %;-10
BSW;-;-;-;152;20,7 %;+207
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;6;0,8 %;+08
WU;-;-;-;0;0,0 %;00
