Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;312;-;-;312;-;-
Wählende;216;69,2 %;+83;216;69,2 %;+83
Ungültige Stimmen;0;0,0 %;-10;0;0,0 %;-05
Gültige Stimmen;216;100,0 %;+10;216;100,0 %;+05
SPD;45;20,8 %;-34;39;18,1 %;-56
AfD;111;51,4 %;+167;103;47,7 %;+137
CDU;32;14,8 %;+24;21;9,7 %;-36
GRÜNE/B 90;5;2,3 %;-36;5;2,3 %;-21
DIE LINKE;9;4,2 %;-72;3;1,4 %;-94
BVB / FREIE WÄHLER;9;4,2 %;-42;3;1,4 %;-55
FDP;5;2,3 %;-07;1;0,5 %;-15
Tierschutzpartei;-;-;-;5;2,3 %;-06
Plus;-;-;-;1;0,5 %;-15
BSW;-;-;-;33;15,3 %;+153
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,9 %;+09
WU;-;-;-;0;0,0 %;00
