Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;614;-;-;614;-;-
Ungültige Stimmen;8;1,3 %;-;3;0,5 %;-
Gültige Stimmen;606;98,7 %;-;611;99,5 %;-
SPD;227;37,5 %;-;215;35,2 %;-
AfD;104;17,2 %;-;79;12,9 %;-
CDU;146;24,1 %;-;96;15,7 %;-
GRÜNE/B 90;24;4,0 %;-;36;5,9 %;-
DIE LINKE;62;10,2 %;-;27;4,4 %;-
BVB / FREIE WÄHLER;35;5,8 %;-;9;1,5 %;-
FDP;8;1,3 %;-;6;1,0 %;-
Tierschutzpartei;-;-;-;7;1,1 %;-
Plus;-;-;-;6;1,0 %;-
BSW;-;-;-;120;19,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;5;0,8 %;-
WU;-;-;-;5;0,8 %;-
