Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;845;-;-;845;-;-
Ungültige Stimmen;11;1,3 %;-;3;0,4 %;-
Gültige Stimmen;834;98,7 %;-;842;99,6 %;-
SPD;263;31,5 %;-;253;30,0 %;-
AfD;142;17,0 %;-;107;12,7 %;-
CDU;139;16,7 %;-;139;16,5 %;-
GRÜNE/B 90;41;4,9 %;-;61;7,2 %;-
DIE LINKE;131;15,7 %;-;70;8,3 %;-
BVB / FREIE WÄHLER;55;6,6 %;-;12;1,4 %;-
FDP;52;6,2 %;-;15;1,8 %;-
Tierschutzpartei;-;-;-;22;2,6 %;-
Plus;-;-;-;10;1,2 %;-
BSW;-;-;-;148;17,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;2;0,2 %;-
dieBasis;11;1,3 %;-;-;-;-
