Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.149;-;-;1.149;-;-
Wählende;571;49,7 %;-;571.0;49,7 %;-
Ungültige Stimmen;9;1,6 %;-;8.0;1,4 %;-
Gültige Stimmen;562;98,4 %;-;563.0;98,6 %;-
SPD;200;35,6 %;-;193.0;34,3 %;-
AfD;227;40,4 %;-;209.0;37,1 %;-
CDU;58;10,3 %;-;45.0;8,0 %;-
GRÜNE/B 90;7;1,2 %;-;9.0;1,6 %;-
DIE LINKE;29;5,2 %;-;12.0;2,1 %;-
BVB / FREIE WÄHLER;12;2,1 %;-;7.0;1,2 %;-
FDP;3;0,5 %;-;2.0;0,4 %;-
Tierschutzpartei;20;3,6 %;-;18.0;3,2 %;-
Plus;-;-;-;5.0;0,9 %;-
BSW;-;-;-;59.0;10,5 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;6;1,1 %;-;2.0;0,4 %;-
WU;-;-;-;0.0;0,0 %;-
