Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;130;-;-;130;-;-
Wählende;83;63,8 %;-;83;63,8 %;-
Ungültige Stimmen;4;4,8 %;-;2;2,4 %;-
Gültige Stimmen;79;95,2 %;-;81;97,6 %;-
SPD;25;31,6 %;-;23;28,4 %;-
AfD;22;27,8 %;-;21;25,9 %;-
CDU;10;12,7 %;-;8;9,9 %;-
GRÜNE/B 90;0;0,0 %;-;4;4,9 %;-
DIE LINKE;17;21,5 %;-;9;11,1 %;-
BVB / FREIE WÄHLER;5;6,3 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;3,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;13;16,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
