Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;838;-;-;838;-;-
Wählende;329;39,3 %;-;329;39,3 %;-
Ungültige Stimmen;5;1,5 %;-;2;0,6 %;-
Gültige Stimmen;324;98,5 %;-;327;99,4 %;-
SPD;125;38,6 %;-;107;32,7 %;-
AfD;123;38,0 %;-;110;33,6 %;-
CDU;38;11,7 %;-;32;9,8 %;-
GRÜNE/B 90;7;2,2 %;-;4;1,2 %;-
DIE LINKE;17;5,2 %;-;12;3,7 %;-
BVB / FREIE WÄHLER;6;1,9 %;-;4;1,2 %;-
FDP;8;2,5 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;14;4,3 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;37;11,3 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
