Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;905;-;-;905;-;-
Wählende;455;50,3 %;-;455;50,3 %;-
Ungültige Stimmen;13;2,9 %;-;7;1,5 %;-
Gültige Stimmen;442;97,1 %;-;448;98,5 %;-
SPD;104;23,5 %;-;112;25,0 %;-
AfD;185;41,9 %;-;166;37,1 %;-
CDU;82;18,6 %;-;44;9,8 %;-
GRÜNE/B 90;4;0,9 %;-;7;1,6 %;-
DIE LINKE;27;6,1 %;-;11;2,5 %;-
BVB / FREIE WÄHLER;33;7,5 %;-;14;3,1 %;-
FDP;7;1,6 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;2;0,4 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;87;19,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
