Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;154;-;-;154;-;-
Wählende;91;59,1 %;-;91;59,1 %;-
Ungültige Stimmen;1;1,1 %;-;1;1,1 %;-
Gültige Stimmen;90;98,9 %;-;90;98,9 %;-
SPD;20;22,2 %;-;18;20,0 %;-
AfD;33;36,7 %;-;28;31,1 %;-
CDU;21;23,3 %;-;17;18,9 %;-
GRÜNE/B 90;2;2,2 %;-;3;3,3 %;-
DIE LINKE;5;5,6 %;-;5;5,6 %;-
BVB / FREIE WÄHLER;6;6,7 %;-;3;3,3 %;-
FDP;1;1,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;1,1 %;-
BSW;-;-;-;14;15,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;1,1 %;-
DLW;2;2,2 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
