Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.125;-;-;1.125;-;-
Wählende;534;47,5 %;-;534.0;47,5 %;-
Ungültige Stimmen;3;0,6 %;-;2.0;0,4 %;-
Gültige Stimmen;531;99,4 %;-;532.0;99,6 %;-
SPD;165;31,1 %;-;151.0;28,4 %;-
AfD;245;46,1 %;-;227.0;42,7 %;-
CDU;46;8,7 %;-;37.0;7,0 %;-
GRÜNE/B 90;8;1,5 %;-;11.0;2,1 %;-
DIE LINKE;19;3,6 %;-;11.0;2,1 %;-
BVB / FREIE WÄHLER;32;6,0 %;-;13.0;2,4 %;-
FDP;10;1,9 %;-;5.0;0,9 %;-
Tierschutzpartei;-;-;-;6.0;1,1 %;-
Plus;6;1,1 %;-;2.0;0,4 %;-
BSW;-;-;-;57.0;10,7 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;8.0;1,5 %;-
WU;-;-;-;2.0;0,4 %;-
