Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;131;-;-;131;-;-
Wählende;96;73,3 %;-;96;73,3 %;-
Ungültige Stimmen;1;1,0 %;-;1;1,0 %;-
Gültige Stimmen;95;99,0 %;-;95;99,0 %;-
SPD;18;18,9 %;-;16;16,8 %;-
AfD;42;44,2 %;-;41;43,2 %;-
CDU;19;20,0 %;-;8;8,4 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;-;-;-;2;2,1 %;-
BVB / FREIE WÄHLER;14;14,7 %;-;7;7,4 %;-
FDP;2;2,1 %;-;1;1,1 %;-
Tierschutzpartei;-;-;-;1;1,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;19;20,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
