Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;549;-;-;549;-;-
Wählende;307;55,9 %;+49;307;55,9 %;+49
Ungültige Stimmen;1;0,3 %;-15;1;0,3 %;-12
Gültige Stimmen;306;99,7 %;+15;306;99,7 %;+12
SPD;115;37,6 %;+113;94;30,7 %;+48
AfD;91;29,7 %;+50;90;29,4 %;+57
CDU;47;15,4 %;-39;31;10,1 %;-73
GRÜNE/B 90;8;2,6 %;-72;21;6,9 %;-32
DIE LINKE;17;5,6 %;-28;12;3,9 %;-39
BVB / FREIE WÄHLER;24;7,8 %;-02;9;2,9 %;-30
FDP;4;1,3 %;-21;3;1,0 %;-26
Tierschutzpartei;-;-;-;4;1,3 %;-20
Plus;-;-;-;2;0,7 %;-12
BSW;-;-;-;37;12,1 %;+121
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;1,0 %;+10
WU;-;-;-;0;0,0 %;00
