Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;509;-;-;509;-;-
Ungültige Stimmen;7;1,4 %;+08;3;0,6 %;-01
Gültige Stimmen;502;98,6 %;-08;506;99,4 %;+01
SPD;187;37,3 %;+43;179;35,4 %;+81
AfD;95;18,9 %;+64;82;16,2 %;+32
CDU;114;22,7 %;+85;74;14,6 %;+03
GRÜNE/B 90;20;4,0 %;-112;20;4,0 %;-131
DIE LINKE;29;5,8 %;-82;13;2,6 %;-128
BVB / FREIE WÄHLER;41;8,2 %;+24;21;4,2 %;+05
FDP;11;2,2 %;-26;7;1,4 %;-29
Tierschutzpartei;-;-;-;19;3,8 %;+10
Plus;-;-;-;5;1,0 %;-10
BSW;-;-;-;78;15,4 %;+154
III. Weg;-;-;-;0;0,0 %;00
DKP;0;0,0 %;-06;0;0,0 %;00
DLW;-;-;-;6;1,2 %;+12
WU;-;-;-;2;0,4 %;+04
EB Schamberger;5;1,0 %;+10;-;-;-
