Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;982;-;-;982;-;-
Wählende;462;47,0 %;-;462;47,0 %;-
Ungültige Stimmen;4;0,9 %;-;2;0,4 %;-
Gültige Stimmen;458;99,1 %;-;460;99,6 %;-
SPD;176;38,4 %;-;157;34,1 %;-
AfD;133;29,0 %;-;133;28,9 %;-
CDU;98;21,4 %;-;86;18,7 %;-
GRÜNE/B 90;11;2,4 %;-;17;3,7 %;-
DIE LINKE;10;2,2 %;-;4;0,9 %;-
BVB / FREIE WÄHLER;10;2,2 %;-;5;1,1 %;-
FDP;9;2,0 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;15;3,3 %;-
Plus;11;2,4 %;-;4;0,9 %;-
BSW;-;-;-;33;7,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;3;0,7 %;-
