Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;610;-;-;610;-;-
Ungültige Stimmen;1;0,2 %;-10;0;0,0 %;-08
Gültige Stimmen;609;99,8 %;+10;610;100,0 %;+08
SPD;177;29,1 %;+102;173;28,4 %;+50
AfD;188;30,9 %;+104;166;27,2 %;+70
CDU;136;22,3 %;+54;71;11,6 %;-60
GRÜNE/B 90;16;2,6 %;-88;20;3,3 %;-83
DIE LINKE;42;6,9 %;-116;14;2,3 %;-80
BVB / FREIE WÄHLER;38;6,2 %;-20;18;3,0 %;-30
FDP;12;2,0 %;-37;10;1,6 %;-40
Tierschutzpartei;-;-;-;20;3,3 %;-04
Plus;-;-;-;8;1,3 %;+01
BSW;-;-;-;108;17,7 %;+177
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,3 %;+03
WU;-;-;-;0;0,0 %;00
