Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;156;-;-;156;-;-
Wählende;92;59,0 %;-;92;59,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;92;100,0 %;-;92;100,0 %;-
SPD;34;37,0 %;-;34;37,0 %;-
AfD;33;35,9 %;-;34;37,0 %;-
CDU;8;8,7 %;-;6;6,5 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,1 %;-
DIE LINKE;2;2,2 %;-;3;3,3 %;-
BVB / FREIE WÄHLER;11;12,0 %;-;2;2,2 %;-
FDP;2;2,2 %;-;1;1,1 %;-
Tierschutzpartei;-;-;-;2;2,2 %;-
Plus;-;-;-;3;3,3 %;-
BSW;-;-;-;6;6,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;2,2 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
