Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;509;-;-;509;-;-
Wählende;333;65,4 %;+20;333;65,4 %;+20
Ungültige Stimmen;6;1,8 %;+01;4;1,2 %;-05
Gültige Stimmen;327;98,2 %;-01;329;98,8 %;+05
SPD;78;23,9 %;-58;80;24,3 %;-68
AfD;156;47,7 %;+195;159;48,3 %;+193
CDU;55;16,8 %;-29;46;14,0 %;-32
GRÜNE/B 90;0;0,0 %;-35;0;0,0 %;-35
DIE LINKE;12;3,7 %;-42;6;1,8 %;-34
BVB / FREIE WÄHLER;25;7,6 %;-02;5;1,5 %;-31
FDP;0;0,0 %;-32;1;0,3 %;-41
Tierschutzpartei;-;-;-;4;1,2 %;-20
Plus;-;-;-;4;1,2 %;+01
BSW;-;-;-;23;7,0 %;+70
III. Weg;1;0,3 %;+03;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,3 %;+03
WU;-;-;-;0;0,0 %;00
