Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;964;-;-;964;-;-
Wählende;462;47,9 %;-;462;47,9 %;-
Ungültige Stimmen;6;1,3 %;-;6;1,3 %;-
Gültige Stimmen;456;98,7 %;-;456;98,7 %;-
SPD;203;44,5 %;-;169;37,1 %;-
AfD;161;35,3 %;-;154;33,8 %;-
CDU;48;10,5 %;-;41;9,0 %;-
GRÜNE/B 90;0;0,0 %;-;3;0,7 %;-
DIE LINKE;8;1,8 %;-;8;1,8 %;-
BVB / FREIE WÄHLER;17;3,7 %;-;13;2,9 %;-
FDP;6;1,3 %;-;6;1,3 %;-
Tierschutzpartei;-;-;-;15;3,3 %;-
Plus;5;1,1 %;-;3;0,7 %;-
BSW;-;-;-;36;7,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;8;1,8 %;-;7;1,5 %;-
WU;-;-;-;0;0,0 %;-
