Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;174;-;-;174;-;-
Wählende;99;56,9 %;+03;99;56,9 %;+03
Ungültige Stimmen;2;2,0 %;-01;2;2,0 %;-05
Gültige Stimmen;97;98,0 %;+01;97;98,0 %;+05
SPD;30;30,9 %;+42;21;21,6 %;-30
AfD;45;46,4 %;+210;38;39,2 %;+110
CDU;17;17,5 %;-40;15;15,5 %;-62
GRÜNE/B 90;0;0,0 %;-52;2;2,1 %;-27
DIE LINKE;3;3,1 %;-51;1;1,0 %;-55
BVB / FREIE WÄHLER;1;1,0 %;-80;0;0,0 %;-56
FDP;1;1,0 %;-28;2;2,1 %;-23
Tierschutzpartei;-;-;-;2;2,1 %;-05
Plus;0;0,0 %;00;0;0,0 %;-17
BSW;-;-;-;15;15,5 %;+155
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;1,0 %;+10
EB Mießner;0;0,0 %;00;-;-;-
