Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;703;-;-;703;-;-
Wählende;411;58,5 %;-;411;58,5 %;-
Ungültige Stimmen;1;0,2 %;-;1;0,2 %;-
Gültige Stimmen;410;99,8 %;-;410;99,8 %;-
SPD;106;25,9 %;-;126;30,7 %;-
AfD;80;19,5 %;-;83;20,2 %;-
CDU;44;10,7 %;-;53;12,9 %;-
GRÜNE/B 90;24;5,9 %;-;36;8,8 %;-
DIE LINKE;10;2,4 %;-;9;2,2 %;-
BVB / FREIE WÄHLER;129;31,5 %;-;29;7,1 %;-
FDP;12;2,9 %;-;8;2,0 %;-
Tierschutzpartei;-;-;-;5;1,2 %;-
Plus;-;-;-;9;2,2 %;-
BSW;-;-;-;52;12,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;1;0,2 %;-;-;-;-
EB Link;4;1,0 %;-;-;-;-
