Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;727;-;-;727;-;-
Wählende;387;53,2 %;-;387;53,2 %;-
Ungültige Stimmen;3;0,8 %;-;3;0,8 %;-
Gültige Stimmen;384;99,2 %;-;384;99,2 %;-
SPD;130;33,9 %;-;132;34,4 %;-
AfD;130;33,9 %;-;118;30,7 %;-
CDU;69;18,0 %;-;36;9,4 %;-
GRÜNE/B 90;9;2,3 %;-;15;3,9 %;-
DIE LINKE;15;3,9 %;-;4;1,0 %;-
BVB / FREIE WÄHLER;25;6,5 %;-;7;1,8 %;-
FDP;6;1,6 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;10;2,6 %;-
Plus;-;-;-;4;1,0 %;-
BSW;-;-;-;57;14,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
