Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;748;-;-;748;-;-
Wählende;410;54,8 %;-;410;54,8 %;-
Ungültige Stimmen;13;3,2 %;-;9;2,2 %;-
Gültige Stimmen;397;96,8 %;-;401;97,8 %;-
SPD;138;34,8 %;-;100;24,9 %;-
AfD;146;36,8 %;-;133;33,2 %;-
CDU;57;14,4 %;-;43;10,7 %;-
GRÜNE/B 90;11;2,8 %;-;29;7,2 %;-
DIE LINKE;15;3,8 %;-;12;3,0 %;-
BVB / FREIE WÄHLER;28;7,1 %;-;8;2,0 %;-
FDP;2;0,5 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;19;4,7 %;-
Plus;-;-;-;6;1,5 %;-
BSW;-;-;-;45;11,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,2 %;-
