Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;896;-;-;896;-;-
Wählende;429;47,9 %;-;429;47,9 %;-
Ungültige Stimmen;1;0,2 %;-;1;0,2 %;-
Gültige Stimmen;428;99,8 %;-;428;99,8 %;-
SPD;148;34,6 %;-;136;31,8 %;-
AfD;161;37,6 %;-;149;34,8 %;-
CDU;58;13,6 %;-;53;12,4 %;-
GRÜNE/B 90;7;1,6 %;-;9;2,1 %;-
DIE LINKE;10;2,3 %;-;5;1,2 %;-
BVB / FREIE WÄHLER;37;8,6 %;-;13;3,0 %;-
FDP;7;1,6 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;10;2,3 %;-
Plus;-;-;-;6;1,4 %;-
BSW;-;-;-;42;9,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
