Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;908;-;-;908;-;-
Wählende;499;55,0 %;-;499;55,0 %;-
Ungültige Stimmen;6;1,2 %;-;3;0,6 %;-
Gültige Stimmen;493;98,8 %;-;496;99,4 %;-
SPD;227;46,0 %;-;188;37,9 %;-
AfD;216;43,8 %;-;205;41,3 %;-
CDU;20;4,1 %;-;23;4,6 %;-
GRÜNE/B 90;3;0,6 %;-;5;1,0 %;-
DIE LINKE;3;0,6 %;-;4;0,8 %;-
BVB / FREIE WÄHLER;19;3,9 %;-;8;1,6 %;-
FDP;4;0,8 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;7;1,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;54;10,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;1;0,2 %;-;-;-;-
