Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;936;-;-;936;-;-
Wählende;392;41,9 %;-;392;41,9 %;-
Ungültige Stimmen;8;2,0 %;-;6;1,5 %;-
Gültige Stimmen;384;98,0 %;-;386;98,5 %;-
SPD;174;45,3 %;-;162;42,0 %;-
AfD;134;34,9 %;-;124;32,1 %;-
CDU;37;9,6 %;-;24;6,2 %;-
GRÜNE/B 90;1;0,3 %;-;6;1,6 %;-
DIE LINKE;23;6,0 %;-;13;3,4 %;-
BVB / FREIE WÄHLER;11;2,9 %;-;9;2,3 %;-
FDP;1;0,3 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;7;1,8 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;35;9,1 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;0,8 %;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
