Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;145;-;-;145;-;-
Wählende;106;73,1 %;-;106;73,1 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;106;100,0 %;-;106;100,0 %;-
SPD;44;41,5 %;-;27;25,5 %;-
AfD;37;34,9 %;-;36;34,0 %;-
CDU;14;13,2 %;-;10;9,4 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;5;4,7 %;-;2;1,9 %;-
BVB / FREIE WÄHLER;3;2,8 %;-;3;2,8 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;23;21,7 %;-
III. Weg;-;-;-;1;0,9 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;2,8 %;-;1;0,9 %;-
WU;-;-;-;1;0,9 %;-
