Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;386;-;-;386;-;-
Wählende;265;68,7 %;-;265;68,7 %;-
Ungültige Stimmen;3;1,1 %;-;3;1,1 %;-
Gültige Stimmen;262;98,9 %;-;262;98,9 %;-
SPD;77;29,4 %;-;74;28,2 %;-
AfD;96;36,6 %;-;90;34,4 %;-
CDU;66;25,2 %;-;41;15,6 %;-
GRÜNE/B 90;4;1,5 %;-;4;1,5 %;-
DIE LINKE;5;1,9 %;-;3;1,1 %;-
BVB / FREIE WÄHLER;13;5,0 %;-;5;1,9 %;-
FDP;1;0,4 %;-;2;0,8 %;-
Tierschutzpartei;-;-;-;4;1,5 %;-
Plus;-;-;-;3;1,1 %;-
BSW;-;-;-;34;13,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,4 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
