Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;399;-;-;399;-;-
Ungültige Stimmen;6;1,5 %;-;2;0,5 %;-
Gültige Stimmen;393;98,5 %;-;397;99,5 %;-
SPD;124;31,6 %;-;148;37,3 %;-
AfD;86;21,9 %;-;73;18,4 %;-
CDU;105;26,7 %;-;64;16,1 %;-
GRÜNE/B 90;18;4,6 %;-;11;2,8 %;-
DIE LINKE;24;6,1 %;-;8;2,0 %;-
BVB / FREIE WÄHLER;26;6,6 %;-;6;1,5 %;-
FDP;6;1,5 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;6;1,5 %;-
Plus;-;-;-;6;1,5 %;-
BSW;-;-;-;73;18,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;4;1,0 %;-;-;-;-
