Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;997;-;-;997;-;-
Wählende;435;43,6 %;-;435;43,6 %;-
Ungültige Stimmen;4;0,9 %;-;1;0,2 %;-
Gültige Stimmen;431;99,1 %;-;434;99,8 %;-
SPD;124;28,8 %;-;118;27,2 %;-
AfD;158;36,7 %;-;148;34,1 %;-
CDU;57;13,2 %;-;41;9,4 %;-
GRÜNE/B 90;5;1,2 %;-;9;2,1 %;-
DIE LINKE;46;10,7 %;-;21;4,8 %;-
BVB / FREIE WÄHLER;37;8,6 %;-;12;2,8 %;-
FDP;4;0,9 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;7;1,6 %;-
Plus;-;-;-;5;1,2 %;-
BSW;-;-;-;65;15,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;2;0,5 %;-
