Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.276;-;-;1.276;-;-
Wählende;522;40,9 %;-;522.0;40,9 %;-
Ungültige Stimmen;8;1,5 %;-;3.0;0,6 %;-
Gültige Stimmen;514;98,5 %;-;519.0;99,4 %;-
SPD;192;37,4 %;-;185.0;35,6 %;-
AfD;222;43,2 %;-;196.0;37,8 %;-
CDU;42;8,2 %;-;29.0;5,6 %;-
GRÜNE/B 90;7;1,4 %;-;12.0;2,3 %;-
DIE LINKE;25;4,9 %;-;13.0;2,5 %;-
BVB / FREIE WÄHLER;21;4,1 %;-;12.0;2,3 %;-
FDP;5;1,0 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;9.0;1,7 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;55.0;10,6 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;1.0;0,2 %;-
