Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;651;-;-;651;-;-
Wählende;409;62,8 %;+219;409;62,8 %;+219
Ungültige Stimmen;8;2,0 %;+06;5;1,2 %;-01
Gültige Stimmen;401;98,0 %;-06;404;98,8 %;+01
SPD;106;26,4 %;+34;106;26,2 %;+04
AfD;132;32,9 %;+58;134;33,2 %;+48
CDU;114;28,4 %;+138;65;16,1 %;+16
GRÜNE/B 90;1;0,2 %;-45;7;1,7 %;-49
DIE LINKE;26;6,5 %;-160;14;3,5 %;-108
BVB / FREIE WÄHLER;15;3,7 %;-13;6;1,5 %;-18
FDP;3;0,7 %;-22;0;0,0 %;-36
Tierschutzpartei;-;-;-;13;3,2 %;+09
Plus;-;-;-;1;0,2 %;-08
BSW;-;-;-;52;12,9 %;+129
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;4;1,0 %;+10;4;1,0 %;+10
WU;-;-;-;2;0,5 %;+05
