Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;946;-;-;946;-;-
Wählende;455;48,1 %;-;455;48,1 %;-
Ungültige Stimmen;5;1,1 %;-;3;0,7 %;-
Gültige Stimmen;450;98,9 %;-;452;99,3 %;-
SPD;141;31,3 %;-;148;32,7 %;-
AfD;74;16,4 %;-;65;14,4 %;-
CDU;41;9,1 %;-;40;8,8 %;-
GRÜNE/B 90;131;29,1 %;-;80;17,7 %;-
DIE LINKE;35;7,8 %;-;52;11,5 %;-
BVB / FREIE WÄHLER;13;2,9 %;-;6;1,3 %;-
FDP;6;1,3 %;-;7;1,5 %;-
Tierschutzpartei;9;2,0 %;-;3;0,7 %;-
Plus;-;-;-;7;1,5 %;-
BSW;-;-;-;43;9,5 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
