Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;46.467;-;-;46.467;-;-
Wählende;30.894;66,5 %;+142;30.894;66,5 %;+142
Ungültige Stimmen;456;1,5 %;+00;270;0,9 %;-03
Gültige Stimmen;30.438;98,5 %;-00;30.624;99,1 %;+03
SPD;9.238;30,4 %;+65;8.568;28,0 %;+25
AfD;9.990;32,8 %;+96;9.160;29,9 %;+61
CDU;3.993;13,1 %;-28;3.150;10,3 %;-41
GRÜNE/B 90;863;2,8 %;-75;1.348;4,4 %;-62
DIE LINKE;3.418;11,2 %;-47;1.909;6,2 %;-69
BVB / FREIE WÄHLER;1.919;6,3 %;-14;653;2,1 %;-31
FDP;816;2,7 %;-03;309;1,0 %;-22
Tierschutzpartei;-;-;-;595;1,9 %;-05
Plus;-;-;-;339;1,1 %;-05
BSW;-;-;-;4.354;14,2 %;+142
III. Weg;-;-;-;30;0,1 %;+01
DKP;-;-;-;25;0,1 %;+01
DLW;-;-;-;113;0,4 %;+04
WU;-;-;-;71;0,2 %;+02
dieBasis;201;0,7 %;+07;-;-;-
