Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;758;-;-;758;-;-
Wählende;372;49,1 %;-;372;49,1 %;-
Ungültige Stimmen;3;0,8 %;-;2;0,5 %;-
Gültige Stimmen;369;99,2 %;-;370;99,5 %;-
SPD;83;22,5 %;-;77;20,8 %;-
AfD;214;58,0 %;-;198;53,5 %;-
CDU;25;6,8 %;-;22;5,9 %;-
GRÜNE/B 90;2;0,5 %;-;1;0,3 %;-
DIE LINKE;10;2,7 %;-;5;1,4 %;-
BVB / FREIE WÄHLER;29;7,9 %;-;12;3,2 %;-
FDP;6;1,6 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;9;2,4 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;42;11,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
