Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;178;-;-;178;-;-
Ungültige Stimmen;3;1,7 %;-;2;1,1 %;-
Gültige Stimmen;175;98,3 %;-;176;98,9 %;-
SPD;61;34,9 %;-;44;25,0 %;-
AfD;64;36,6 %;-;50;28,4 %;-
CDU;23;13,1 %;-;15;8,5 %;-
GRÜNE/B 90;1;0,6 %;-;4;2,3 %;-
DIE LINKE;13;7,4 %;-;4;2,3 %;-
BVB / FREIE WÄHLER;12;6,9 %;-;5;2,8 %;-
FDP;1;0,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,7 %;-
Plus;-;-;-;2;1,1 %;-
BSW;-;-;-;47;26,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,1 %;-
WU;-;-;-;0;0,0 %;-
