Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;147;-;-;147;-;-
Wählende;104;70,7 %;+104;104;70,7 %;+104
Ungültige Stimmen;3;2,9 %;+06;2;1,9 %;-07
Gültige Stimmen;101;97,1 %;-06;102;98,1 %;+07
SPD;31;30,7 %;+72;30;29,4 %;+42
AfD;49;48,5 %;+167;41;40,2 %;+83
CDU;10;9,9 %;-100;9;8,8 %;-81
GRÜNE/B 90;3;3,0 %;-40;3;2,9 %;-24
DIE LINKE;3;3,0 %;-43;1;1,0 %;-57
BVB / FREIE WÄHLER;1;1,0 %;-43;1;1,0 %;-43
FDP;3;3,0 %;-23;0;0,0 %;-66
Tierschutzpartei;-;-;-;3;2,9 %;+13
Plus;1;1,0 %;+10;1;1,0 %;+06
BSW;-;-;-;13;12,7 %;+127
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;0;0,0 %;00;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
