Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;224;-;-;224;-;-
Wählende;138;61,6 %;-;138;61,6 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;138;100,0 %;-;138;100,0 %;-
SPD;48;34,8 %;-;48;34,8 %;-
AfD;58;42,0 %;-;54;39,1 %;-
CDU;22;15,9 %;-;18;13,0 %;-
GRÜNE/B 90;3;2,2 %;-;1;0,7 %;-
DIE LINKE;2;1,4 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;5;3,6 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;0,7 %;-
BSW;-;-;-;16;11,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;0;0,0 %;-;-;-;-
