Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;902;-;-;902;-;-
Wählende;363;40,2 %;-;363;40,2 %;-
Ungültige Stimmen;4;1,1 %;-;3;0,8 %;-
Gültige Stimmen;359;98,9 %;-;360;99,2 %;-
SPD;100;27,9 %;-;101;28,1 %;-
AfD;157;43,7 %;-;144;40,0 %;-
CDU;49;13,6 %;-;29;8,1 %;-
GRÜNE/B 90;4;1,1 %;-;9;2,5 %;-
DIE LINKE;28;7,8 %;-;11;3,1 %;-
BVB / FREIE WÄHLER;15;4,2 %;-;5;1,4 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,4 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;54;15,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;5;1,4 %;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
