Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;312;-;-;312;-;-
Ungültige Stimmen;6;1,9 %;+19;2;0,6 %;+06
Gültige Stimmen;306;98,1 %;-19;310;99,4 %;-06
SPD;97;31,7 %;+109;92;29,7 %;+19
AfD;51;16,7 %;+16;36;11,6 %;-57
CDU;66;21,6 %;-56;52;16,8 %;-35
GRÜNE/B 90;19;6,2 %;-94;16;5,2 %;-104
DIE LINKE;38;12,4 %;+26;14;4,5 %;-42
BVB / FREIE WÄHLER;29;9,5 %;+25;16;5,2 %;+34
FDP;3;1,0 %;-36;3;1,0 %;-54
Tierschutzpartei;-;-;-;9;2,9 %;+12
Plus;-;-;-;6;1,9 %;+14
BSW;-;-;-;62;20,0 %;+200
III. Weg;3;1,0 %;+10;1;0,3 %;+03
DKP;-;-;-;1;0,3 %;+03
DLW;-;-;-;2;0,6 %;+06
WU;-;-;-;0;0,0 %;00
