Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;944;-;-;944;-;-
Wählende;475;50,3 %;-;475;50,3 %;-
Ungültige Stimmen;0;0,0 %;-;1;0,2 %;-
Gültige Stimmen;475;100,0 %;-;474;99,8 %;-
SPD;125;26,3 %;-;125;26,4 %;-
AfD;224;47,2 %;-;210;44,3 %;-
CDU;51;10,7 %;-;35;7,4 %;-
GRÜNE/B 90;6;1,3 %;-;8;1,7 %;-
DIE LINKE;24;5,1 %;-;10;2,1 %;-
BVB / FREIE WÄHLER;45;9,5 %;-;17;3,6 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;7;1,5 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;55;11,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,8 %;-
WU;-;-;-;0;0,0 %;-
