Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;715;-;-;715;-;-
Ungültige Stimmen;5;0,7 %;-04;2;0,3 %;-06
Gültige Stimmen;710;99,3 %;+04;713;99,7 %;+06
SPD;249;35,1 %;+75;235;33,0 %;+60
AfD;187;26,3 %;+52;161;22,6 %;+23
CDU;128;18,0 %;+03;122;17,1 %;-22
GRÜNE/B 90;19;2,7 %;-51;15;2,1 %;-58
DIE LINKE;44;6,2 %;-74;23;3,2 %;-96
BVB / FREIE WÄHLER;40;5,6 %;-18;13;1,8 %;-31
FDP;8;1,1 %;-36;4;0,6 %;-35
Tierschutzpartei;-;-;-;16;2,2 %;-02
Plus;-;-;-;6;0,8 %;-03
BSW;-;-;-;106;14,9 %;+149
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,1 %;+01
DLW;35;4,9 %;+49;11;1,5 %;+15
WU;-;-;-;0;0,0 %;00
