Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;439;-;-;439;-;-
Wählende;262;59,7 %;-;262;59,7 %;-
Ungültige Stimmen;2;0,8 %;-;1;0,4 %;-
Gültige Stimmen;260;99,2 %;-;261;99,6 %;-
SPD;61;23,5 %;-;64;24,5 %;-
AfD;124;47,7 %;-;111;42,5 %;-
CDU;41;15,8 %;-;17;6,5 %;-
GRÜNE/B 90;4;1,5 %;-;4;1,5 %;-
DIE LINKE;10;3,8 %;-;2;0,8 %;-
BVB / FREIE WÄHLER;12;4,6 %;-;4;1,5 %;-
FDP;6;2,3 %;-;6;2,3 %;-
Tierschutzpartei;-;-;-;8;3,1 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;43;16,5 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;2;0,8 %;-;-;-;-
