Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;978;-;-;978;-;-
Wählende;437;44,7 %;-;437;44,7 %;-
Ungültige Stimmen;35;8,0 %;-;12;2,7 %;-
Gültige Stimmen;402;92,0 %;-;425;97,3 %;-
SPD;194;48,3 %;-;168;39,5 %;-
AfD;-;-;-;171;40,2 %;-
CDU;34;8,5 %;-;14;3,3 %;-
GRÜNE/B 90;3;0,7 %;-;1;0,2 %;-
DIE LINKE;16;4,0 %;-;10;2,4 %;-
BVB / FREIE WÄHLER;37;9,2 %;-;5;1,2 %;-
FDP;8;2,0 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;12;2,8 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;38;8,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;110;27,4 %;-;-;-;-
