Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;143;-;-;143;-;-
Wählende;83;58,0 %;-;83;58,0 %;-
Ungültige Stimmen;3;3,6 %;-;3;3,6 %;-
Gültige Stimmen;80;96,4 %;-;80;96,4 %;-
SPD;37;46,2 %;-;30;37,5 %;-
AfD;24;30,0 %;-;21;26,2 %;-
CDU;10;12,5 %;-;5;6,2 %;-
GRÜNE/B 90;2;2,5 %;-;4;5,0 %;-
DIE LINKE;4;5,0 %;-;6;7,5 %;-
BVB / FREIE WÄHLER;3;3,8 %;-;3;3,8 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;7;8,8 %;-
III. Weg;-;-;-;1;1,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,2 %;-
WU;-;-;-;0;0,0 %;-
